,example_cell_1,example_cell_2,example_cell_3,example_cell_4,example_cell_5,example_cell_6,example_cell_7,example_cell_8,example_cell_9,example_cell_10,example_cell_11,example_cell_12,example_cell_13,example_cell_14,example_cell_15,example_cell_16,example_cell_17,example_cell_18,example_cell_19,example_cell_20,example_cell_21,example_cell_22,example_cell_23,example_cell_24,example_cell_25,example_cell_26,example_cell_27,example_cell_28,example_cell_29,example_cell_30,example_cell_31,example_cell_32,example_cell_33,example_cell_34,example_cell_35,example_cell_36,example_cell_37,example_cell_38,example_cell_39,example_cell_40,example_cell_41,example_cell_42,example_cell_43,example_cell_44,example_cell_45,example_cell_46,example_cell_47,example_cell_48,example_cell_49,example_cell_50,example_cell_51,example_cell_52,example_cell_53,example_cell_54,example_cell_55,example_cell_56,example_cell_57,example_cell_58,example_cell_59,example_cell_60,example_cell_61,example_cell_62,example_cell_63,example_cell_64,example_cell_65,example_cell_66,example_cell_67,example_cell_68,example_cell_69,example_cell_70,example_cell_71,example_cell_72,example_cell_73,example_cell_74,example_cell_75,example_cell_76,example_cell_77,example_cell_78,example_cell_79,example_cell_80,example_cell_81,example_cell_82,example_cell_83,example_cell_84,example_cell_85,example_cell_86,example_cell_87,example_cell_88,example_cell_89,example_cell_90,example_cell_91,example_cell_92,example_cell_93,example_cell_94,example_cell_95,example_cell_96,example_cell_97,example_cell_98,example_cell_99,example_cell_100,example_cell_101,example_cell_102,example_cell_103,example_cell_104,example_cell_105,example_cell_106,example_cell_107,example_cell_108,example_cell_109,example_cell_110,example_cell_111,example_cell_112,example_cell_113,example_cell_114,example_cell_115,example_cell_116,example_cell_117,example_cell_118,example_cell_119,example_cell_120,example_cell_121,example_cell_122,example_cell_123,example_cell_124,example_cell_125,example_cell_126,example_cell_127,example_cell_128,example_cell_129,example_cell_130,example_cell_131,example_cell_132,example_cell_133,example_cell_134,example_cell_135,example_cell_136,example_cell_137,example_cell_138,example_cell_139,example_cell_140,example_cell_141,example_cell_142,example_cell_143,example_cell_144,example_cell_145,example_cell_146,example_cell_147,example_cell_148,example_cell_149,example_cell_150,example_cell_151,example_cell_152,example_cell_153,example_cell_154,example_cell_155,example_cell_156,example_cell_157,example_cell_158,example_cell_159,example_cell_160,example_cell_161,example_cell_162,example_cell_163,example_cell_164,example_cell_165,example_cell_166,example_cell_167,example_cell_168,example_cell_169,example_cell_170,example_cell_171,example_cell_172,example_cell_173,example_cell_174,example_cell_175,example_cell_176,example_cell_177,example_cell_178,example_cell_179,example_cell_180,example_cell_181,example_cell_182,example_cell_183,example_cell_184,example_cell_185,example_cell_186,example_cell_187,example_cell_188,example_cell_189,example_cell_190,example_cell_191,example_cell_192,example_cell_193,example_cell_194,example_cell_195,example_cell_196,example_cell_197,example_cell_198,example_cell_199,example_cell_200
AURKAIP1,0,0,1.551859242,0,0,1.786872389,0.850625937,1.749303123,0,1.478954155,1.167167406,0,1.112194496,1.699247292,0,0,1.412349475,0,1.759315974,0,0,0,0,1.528614927,1.695685016,2.759560434,0,1.40410531,1.647098885,0,2.211092104,1.84582669,1.014481367,0,1.404684955,0,0.595461756,0,0,0,1.419010403,1.185402752,1.117496154,0,1.673692118,1.664081752,1.834052958,1.270850801,0.770151187,1.204334592,1.933246373,1.443347936,2.082384601,1.263338973,0,1.913043341,0.89837279,1.550394847,1.646187563,0,1.778140341,2.210127982,0.850280369,0,1.09396729,1.538797142,1.827642355,1.722431535,1.45607996,1.584216158,1.637206132,1.139417283,0,1.365944679,1.374339513,1.504025547,0,0,0,1.338815608,1.407151412,1.133336403,1.444914879,0,0,0.829893965,1.629710194,2.015726797,1.466529406,1.309260325,1.602171036,0.958177883,1.385669686,0.833520031,0,1.272759999,1.030088935,1.549944926,1.950898119,1.017648193,1.482746637,0,0,0.967283916,0,0.508357863,0.556494464,1.210168262,0,0,1.348869467,1.926952235,1.272094123,1.180753378,1.260042525,1.078235408,0,1.238762817,0,1.902699031,1.689354926,1.431195893,1.427742558,0,2.201298421,0,0.953154633,0.758682281,0.958276947,1.348447098,1.357595466,1.077148877,1.513164096,1.818070076,0.861409356,1.582165632,1.68809586,0,1.11931282,1.246901183,0,1.695321726,0,0,0,0,0,1.069408598,1.325877129,0.840498967,0,0.920511419,1.659011067,0,1.523912405,2.645394723,0.614199434,1.494390502,1.49073019,0.948575199,0,1.066164109,0,0.802788108,1.738399574,0,0,0.861330458,0.530101727,1.308471485,1.271979113,0,0.690011992,0,1.251098798,1.543990445,0,1.437935561,1.067101417,1.548447438,1.695745583,0,1.650340712,1.369015114,0.834736177,0,3.017314981,1.543121997,1.454149227,0,1.849428574,1.020344619,1.673428216,0,0.993075511,0.972264818,0,0.763238853,0,0.837179762
CCNL2,0,0.847984163,0,0,0,0.323796026,0,0.667890276,0,0,0,0,0,0.689789177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630721804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731542251,0.357684969,0.612878917,0,1.913043341,0,0,0,0,0,0,0,0,0.308299517,0.232187265,0,0.652129747,0,0,0,0,3.119940033,1.08054424,0,0.255918321,0.794616641,0,0,0.661746454,0.294682869,0,0,0,0,0.498674774,0,0,0,0,0.285416841,0,0.154031724,0,0,0.550709977,0.642199868,0.451684029,0,0,0,0.64109219,0,0.967283916,0,0,0.556494464,0.289899145,0,0,0,0,0.414532837,0,0.816596667,0,0,0,0,0,0.365752628,0,0.316893298,0,0.764586349,0,0,0.758682281,0,0,0,0.677092965,0,0,0,0,0,0,0.345396414,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0.306760072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874722747,0,0.618406908,0,0,0,0,0,0,0.727869238,0,0.480795294,0.554910297,0,0,0,0.834736177,0,0,0,0.598951865,0,0,0,0,0,0.993075511,0,0,0,0,0.503753719
MRPL20,1.389980655,1.300156378,1.190698273,0,0,1.068780568,1.102493969,1.06479264,0,1.918187462,1.167167406,1.763574783,1.112194496,1.09413244,0,0,0,0,0.588569959,0,1.444172148,1.886458993,0,0.93527253,0,0,1.570598079,0,1.051892639,0,1.310643404,0,1.405209873,0,1.270285446,1.567587559,0,3.128253331,0,0,0.812356467,1.035886697,0.863505765,0,1.152440091,2.257759662,1.179867923,0.617684034,1.200020689,1.735026675,0.46448295,2.010854869,1.388817514,1.263338973,1.377656928,1.913043341,1.680234106,1.409630537,1.420786303,0,1.778140341,0,0.850280369,0,1.031597109,1.128445266,0,0,0.74020776,1.584216158,0.807473593,1.139417283,0,1.769122935,0,0.899444067,1.231739069,0,0,1.338815608,0.522003494,0.877134601,0.699609239,0,0,1.277079527,0.971141851,0,0.98098553,0.855145564,1.292678919,0.589713138,1.152109647,1.590095356,1.562501233,1.272759999,1.526627862,0.886816085,0,1.372313925,0,1.307159155,0,0,0,1.461585956,1.698780722,0.986362745,0,1.833358881,1.750088459,1.926952235,0.932553904,1.707227525,0.816596667,1.363340926,0,1.371589031,1.427813418,1.569166357,1.408835908,1.431195893,0.557162584,1.786776898,0.764586349,1.596759454,0.953154633,0.758682281,1.438507355,0,1.357595466,1.077148877,0,2.42656378,1.115056461,0,1.68809586,0,1.11931282,1.78491737,0,0,0,0,0,0,0,1.787668647,0,0,2.0336039,0,1.659011067,1.246606772,1.148699763,0,0.820776969,1.494390502,1.048191929,0.948575199,0,1.349715115,0,1.046487755,0,0,0,1.317108724,0,1.526205016,1.34891172,1.83778712,0.690011992,0,2.034855613,1.543990445,1.62122127,0,1.067101417,1.048048729,1.549459362,0,1.650340712,1.813208499,0.502049041,0,0,0,1.241450631,1.349715115,0,1.514753812,1.673428216,0,1.481388214,0,0,1.489671693,0,1.595243734
RP4-758J18.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635028177,0,0,0,0,0,0,0,0
RP4-758J18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-758J18.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA1,0,0,0.25167049,0,0,0,0.51315644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773468198,0,0,0.13395236,0.612878917,0,0,0,0,0,0,0,0,0,0,0,0.232187265,0,0,0,0,0.346478206,0,0,0,0,0,0,0,0,0,0,0,0.184480219,0,0,0,0,0,0.606249462,0,0,0,0,0,0,0,0.642199868,0,0,0.463037843,0,0,0,0,0,0.508357863,0,0,0,0,0.668353517,0,0,0,0,0.677903579,0,0,0,0,0.365752628,0,0,0,0,0,0,0,0.958276947,0,0.674106388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840498967,0,0,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0.861330458,0,0.641943899,0.251010037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598951865,0,0,0,0,0,0,0.599914407,0,0,0,0
ATAD3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232187265,0,0,0.74020776,0,0.346478206,0,0,0,0,0,0,0,1.389301882,0,0,0.300845319,0,0,0,0,0,0,0,0,0,0,0.154031724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953154633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306760072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83778712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATAD3B,0,0,0.25167049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416055002,0,0,0,0,0,0,0,0,0.364284138,0,0,0,0,0,0,0,0,0.374594044,0,0,0,0,0,0,0,0,0,0,0.620592671,0,0,1.913043341,0,0.481739788,0,0,0,0,0,0,0.432861642,0.420492843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294682869,0,0,0,0,0.498674774,0,0,0,0,0.285416841,0,0,0,0,0,0,0.251130437,0,0,0,0.64109219,0,0,0,0,0,0,0,0,0.668353517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602222611,0.306760072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251010037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763238853,0,0.503753719
ATAD3A,0,0,0.452567705,0,0,0,0,0,0,0.394775197,0,0,0,0.403227693,1.687377427,0,0,0,0,0,0,0,0,0.416055002,1.695685016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733787222,0,0,0,0,0,0.46448295,0,0.620592671,0,0,0,0,0.805482941,0,0,0,0,0,0,0.543612534,0,0,0,0.74020776,0.829347467,0.346478206,0,0,0,0,0.255918321,0,0,0,0,0,0.531804443,0.184480219,0,0,0,0,0,0.606249462,0,0.507198787,0,0.287473891,0,0,0,0,0.251130437,0,0.463037843,0,0,0,0.967283916,1.835569619,0,0,0,0,0,1.065415557,0,0,0,0,0,0,0.683367694,0.94964274,0,0.365752628,0,0.444226816,0,0.764586349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345396414,0,0,0,0,0,0,0,2.966108092,0.324060652,0,0,0,0,0,0.975444656,0.306760072,0,0,0,0.842948298,0.948575199,0,0,0,0,0,0,0,0,0,0.641943899,0.451486981,0,0.690011992,0,0,0,0,0.727869238,0,0.480795294,0,0,0,0.549778522,0,0,0,0,0.598951865,0,0,0,0.432627052,0,0,0.599914407,0,0.763238853,0,0
TMEM240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.950898119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSU72,0,0,2.22990608,0,0,1.720690112,1.303516799,0.667890276,2.162438461,1.077116957,1.167167406,0,1.401561447,1.699247292,1.687377427,1.67881432,0,1.912059732,0.956595843,0,1.444172148,1.886458993,2.201502659,1.27531985,0,2.759560434,2.153974594,1.628425054,1.812122077,0,0,0,1.014481367,2.314917494,0.931030164,1.567587559,1.448205981,0,0,0,1.057726761,1.430504077,0.52219868,0,0.733787222,0,1.834052958,1.270850801,1.499685192,1.735026675,1.745633503,1.670181773,0.453209266,1.477721998,1.377656928,1.913043341,2.27558633,2.202272945,1.12933002,1.808623275,2.383028795,0,1.303077363,0,2.211011716,1.593377373,0,1.043539787,1.45607996,1.276380585,1.553228993,1.658207839,0,1.769122935,0,1.681704313,1.534881744,3.190888747,1.949346579,2.023825786,2.423121171,1.650964467,1.733360893,1.735315145,2.214475679,1.442837477,0.971141851,0,1.642429378,0,0.975156524,0.589713138,1.53979061,0.833520031,0,2.076637393,2.208924457,1.487435906,1.950898119,1.633594632,0.994182468,1.028585547,0,0.967283916,2.445594608,0.84377062,1.939657728,1.681164019,0,1.132029108,0.668353517,0,1.726860177,1.180753378,1.260042525,2.370004449,0,1.371589031,1.993222244,0.66816814,1.511337356,1.138623172,1.629518315,0,0.764586349,0,0,0,0,1.902537278,2.163119489,1.36211534,1.513164096,0,1.629138717,0,1.68809586,1.543700833,1.458707602,1.246901183,3.135589873,2.292211185,0,0,0,0,0,0.764627261,0,2.02651735,2.490664523,1.951934264,1.659011067,1.91445076,1.669248718,2.645394723,1.656489825,0,2.097442857,1.991717998,0,1.066164109,0,1.242282315,0,1.89601581,0,1.317108724,1.334058671,1.526205016,1.608341672,0,1.381587884,2.772120097,1.789817667,0,1.10844137,1.14464552,0,1.78152079,1.378045164,0,0,0.902491302,1.591807037,1.750874672,2.37194071,1.543121997,1.241450631,1.903994331,0,1.692928803,0.964663234,0,0.993075511,1.780323845,1.700791245,1.489671693,0,2.021443898
RP5-832C2.5,0,0,0.452567705,0,0,0.928006334,0,0.667890276,0,0.394775197,0,0,0,0.689789177,0,1.67881432,0,0,0,0,1.444172148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486495437,0,0,0,0,0,0,0,0.770151187,1.204334592,0,0,0.252062693,0.612878917,0,0,0,0,0,0,0,0,0.512914313,0,0.817080205,0.420492843,0,0,0,0,0,1.139417283,0,0,0,0.62857755,0,0,0,0,0.294682869,0,0.474854083,0,0,0,0,0,0,0.855145564,0,0,0.287473891,0,0,0,0,0.251130437,0,0,0.44948498,0,0,0,0,0,0,0.289899145,0,0,0.668353517,0,0.414532837,0,0,0,0,0,0,0,0.365752628,0,0.316893298,0,0,0,0.953154633,0,0,0,0,0,0,0,0.861409356,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0.840498967,0,0.920511419,0,0,0,0,0,0,0.234788508,0,0,0,0,0,0,0,0,0,0,0.641943899,0,0,0,0,0,0,0,0.727869238,0,0.480795294,0,0,0,0,0,0,0,0,0,0,0,0,0.432627052,0,0,0,0,0,0,0.503753719
C1orf233,0,0,0,0,0,0,0.51315644,0,0,0.394775197,0,0,0.703351092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89837279,0.481739788,0,0,0,0,0,0,0.308299517,0.232187265,0,0,0,0,0.346478206,0,0,0,0,0,0,0,0,0,0,0,0.340169953,0,0,0.498674774,0.599099741,0,0.606249462,0,0.285416841,0,0.154031724,0,0,0.312795581,0,0.251130437,2.570319989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398956088,0,0.66816814,0.84363219,0,0.170947145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306760072,2.645394723,0.353531757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554910297,0,0,0,0,0,0,0,0.598951865,0,0,0.635028177,0.73361835,0,0,0.599914407,0,0,0,0
RP11-345P4.9,0,0,0.25167049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413680488,0,0.96612288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346478206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668353517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520724541,0,0,0,0,0,0,0,0,0,0,0,0,0.324060652,0,0,0,0,0,0,0,0,0,0,0.424798709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIB2,0,0,0.25167049,1.629908126,0,0,0.51315644,0.667890276,0,0.394775197,0,0,0.703351092,0.403227693,2.28346065,0,0,0,0,0,0,1.886458993,0,0.416055002,0,0,0,0,0.382378099,0,0,0,0.364284138,0,0.413680488,0,0,0,0,0,0.486495437,0,0,0,0,0,0.91734202,0,0,0.773468198,0,0.731542251,0,0,0,0,0,0.481739788,0,0,0,0,0,0,0.308299517,0,0,0.652129747,0.74020776,0.829347467,0,0,0,0,0,0,0,0,0,0,0.522003494,0.300845319,0.474854083,0,0,0.498674774,0.599099741,0,0,0,0.507198787,0,0.154031724,0.833520031,0,0,0,0.251130437,0,0,0,0.64109219,0,0,0,0,0,0.289899145,0,0,0.668353517,0,0,0,0,0,0,0.398956088,0,0,0.365752628,0,0.316893298,0,0,0,0,0,0,0,0,0,0,0,0.520724541,0,0,0,0.345396414,1.246901183,0,0,0,2.56200059,0,0,0,0,0,0.840498967,0,0,0,0,0,0,0.353531757,0,0.234788508,0,0,0,0,0.47987804,0,1.89601581,0,0,0,0,0.251010037,0,0.690011992,2.772120097,0.605077106,1.543990445,0,0,0,0,0,0,0,0.902491302,0.502049041,0,0,2.123261246,0.598951865,1.349715115,0,0,0.432627052,1.501399707,1.481388214,0,0,0,0,1.086797842
MMP23B,0,0,0,0,0,0,0.51315644,0,0,0,0,1.763574783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658313662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.664081752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184480219,0,0,0,0,0,0,0,0,0,0,0,0,0.312795581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414532837,1.180753378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187537001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602222611,0,0,0,0,0.234788508,0,0,0.668910286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK11B,0,0,0,0,0,0.323796026,0,0,0,1.077116957,0,0,0.703351092,0,0,0,1.412349475,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310643404,0,0,0,0,1.567587559,0.595461756,0,0,0,0,0.374594044,0,0,0,0,0.560366821,0,0,0,0,0,0.252062693,0.612878917,0.909386764,0,0,0,0.716273486,1.808623275,0,1.621058443,0.512914313,0,0.308299517,0.715604936,0,0,0.74020776,0,0,0,0,0,1.374339513,0,0,0,0,0,0.294682869,0,0,0,0,0.498674774,0.599099741,0,0,0,0.285416841,0,0.154031724,0.833520031,1.562501233,0,0.642199868,0,0,0,0,0,0,0,0,0,1.173608004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365752628,0.723304422,0,0,0,1.596759454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306760072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530101727,0.641943899,0.251010037,1.83778712,0,0,0.605077106,0,0,0.727869238,0,0.480795294,0.554910297,0,1.650340712,0,0,0,0,0,0,1.349715115,0,0,0,0,0,0,0,0,0,0
RP11-345P4.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389372623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35E2B,0,0.847984163,0.452567705,0,0,0,0.51315644,0,0,0,0,0,0.703351092,0,1.687377427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658313662,0,0,0,0,0,0,0,0,0,0,0,0,0.374594044,0,0,0,0,0.91734202,0,0,0,0,0,0.13395236,0,0,0,0,0,0,0,0,0,0,0,0.308299517,0.232187265,0,0,0.74020776,0,0.346478206,0,0,0,1.374339513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285416841,0.589713138,0.154031724,0,0,0.312795581,0,0.251130437,0,0,0,0,0,0,0,0.508357863,0,0,0,0,0,1.926952235,0,0,0,0.677903579,0,0,0,0,0.632970957,0,0.170947145,0,1.192773703,0,0,0,0,1.348447098,0,0.677092965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389372623,0,0.802788108,1.738399574,0,0,0,0,0.641943899,0.251010037,0,0,0,0,1.543990445,0,0,0.669607602,0,0,0,0,0.549778522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763238853,0,0
RP11-345P4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
